org/springframework/data/mongodb/ReactiveMongoDatabaseUtils	doGetSession	(Lorg/springframework/transaction/reactive/TransactionSynchronizationManager;Lorg/springframework/data/mongodb/ReactiveMongoDatabaseFactory;Lorg/springframework/data/mongodb/SessionSynchronization;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/ReactiveMongoTransactionManager	lambda$null$9	(Lorg/springframework/data/mongodb/ReactiveMongoTransactionManager$ReactiveMongoTransactionObject;Lcom/mongodb/MongoException;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/ReactiveMongoTransactionManager$ReactiveMongoTransactionObject::getSession()Lcom/mongodb/reactivestreams/client/ClientSession;
org/springframework/data/mongodb/ReactiveMongoTransactionManager	lambda$null$9	(Lorg/springframework/data/mongodb/ReactiveMongoTransactionManager$ReactiveMongoTransactionObject;Lcom/mongodb/MongoException;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/ReactiveMongoTransactionManager::debugString(Lcom/mongodb/reactivestreams/client/ClientSession;)Ljava/lang/String;
org/springframework/data/mongodb/ReactiveMongoTransactionManager	lambda$null$9	(Lorg/springframework/data/mongodb/ReactiveMongoTransactionManager$ReactiveMongoTransactionObject;Lcom/mongodb/MongoException;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/transaction/TransactionSystemException::<init>(Ljava/lang/String;Ljava/lang/Throwable;)V
org/springframework/data/mongodb/ReactiveMongoTransactionManager	lambda$null$9	(Lorg/springframework/data/mongodb/ReactiveMongoTransactionManager$ReactiveMongoTransactionObject;Lcom/mongodb/MongoException;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	reactor/core/publisher/Mono::error(Ljava/lang/Throwable;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/DefaultBulkOperations	computeUpdateOptions	(Lorg/springframework/data/mongodb/core/query/Query;Lorg/springframework/data/mongodb/core/query/UpdateDefinition;Z)Lcom/mongodb/client/model/UpdateOptions;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/DefaultBulkOperations	remove	(Lorg/springframework/data/mongodb/core/query/Query;)Lorg/springframework/data/mongodb/core/BulkOperations;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/DefaultBulkOperations	replaceOne	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Object;Lorg/springframework/data/mongodb/core/FindAndReplaceOptions;)Lorg/springframework/data/mongodb/core/BulkOperations;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/DefaultReactiveIndexOperations	getIndexInfo	()Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/DefaultReactiveIndexOperations	lambda$null$0	(Ljava/lang/Class;)Lorg/springframework/data/mongodb/core/mapping/MongoPersistentEntity;	GET_FIELD	org/springframework/data/mongodb/core/DefaultReactiveIndexOperations::queryMapper|Lorg/springframework/data/mongodb/core/convert/QueryMapper;
org/springframework/data/mongodb/core/DefaultReactiveIndexOperations	lambda$null$0	(Ljava/lang/Class;)Lorg/springframework/data/mongodb/core/mapping/MongoPersistentEntity;	INVOKE_STATIC	org/springframework/data/mapping/context/MappingContext::getRequiredPersistentEntity(Ljava/lang/Class;)Lorg/springframework/data/mapping/PersistentEntity;
org/springframework/data/mongodb/core/DefaultReactiveIndexOperations	lambda$null$0	(Ljava/lang/Class;)Lorg/springframework/data/mongodb/core/mapping/MongoPersistentEntity;	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/QueryMapper::getMappingContext()Lorg/springframework/data/mapping/context/MappingContext;
org/springframework/data/mongodb/core/DefaultReactiveIndexOperations	lambda$null$1	()Lorg/springframework/data/mongodb/core/mapping/MongoPersistentEntity;	GET_FIELD	org/springframework/data/mongodb/core/DefaultReactiveIndexOperations::collectionName|Ljava/lang/String;
org/springframework/data/mongodb/core/DefaultReactiveIndexOperations	lambda$null$1	()Lorg/springframework/data/mongodb/core/mapping/MongoPersistentEntity;	INVOKE_STATIC	org/springframework/data/mongodb/core/DefaultReactiveIndexOperations::lookupPersistentEntity(Ljava/lang/String;)Lorg/springframework/data/mongodb/core/mapping/MongoPersistentEntity;
org/springframework/data/mongodb/core/EntityOperations	convertToCreateCollectionOptions	(Lorg/springframework/data/mongodb/core/CollectionOptions;Ljava/lang/Class;)Lcom/mongodb/client/model/CreateCollectionOptions;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/EntityOperations	lambda$convertToCreateCollectionOptions$7	(Ljava/lang/Class;Lcom/mongodb/client/model/CreateCollectionOptions;Lorg/springframework/data/mongodb/core/CollectionOptions$ValidationOptions;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/EntityOperations	lambda$null$6	(Lcom/mongodb/client/model/ValidationOptions;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	com/mongodb/client/model/ValidationOptions::validator(Lorg/bson/conversions/Bson;)Lcom/mongodb/client/model/ValidationOptions;
org/springframework/data/mongodb/core/EntityOperations	lambda$null$6	(Lcom/mongodb/client/model/ValidationOptions;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations::getMappedValidator(Lorg/springframework/data/mongodb/core/validation/Validator;Ljava/lang/Class;)Lorg/bson/Document;
org/springframework/data/mongodb/core/ExecutableFindOperationSupport$DelegatingQueryCursorPreparer	prepare	(Lcom/mongodb/client/FindIterable;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ExecutableFindOperationSupport$ExecutableFindSupport	getCursorPreparer	(Lorg/springframework/data/mongodb/core/query/Query;Lorg/springframework/data/mongodb/core/CursorPreparer;)Lorg/springframework/data/mongodb/core/CursorPreparer;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	computeClientSetting	()Lcom/mongodb/MongoClientSettings;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$computeClientSetting$0	(Lcom/mongodb/MongoClientSettings;Lcom/mongodb/connection/SslSettings;Lcom/mongodb/ConnectionString;Lcom/mongodb/connection/SslSettings$Builder;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$computeClientSetting$16	(Lcom/mongodb/MongoClientSettings;Lcom/mongodb/connection/ConnectionPoolSettings;Lcom/mongodb/ConnectionString;Lcom/mongodb/connection/ConnectionPoolSettings$Builder;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$computeClientSetting$21	(Lcom/mongodb/MongoClientSettings;Lcom/mongodb/connection/SocketSettings;Lcom/mongodb/ConnectionString;Lcom/mongodb/connection/SocketSettings$Builder;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$computeClientSetting$5	(Lcom/mongodb/MongoClientSettings;Lcom/mongodb/connection/ClusterSettings;Lcom/mongodb/ConnectionString;Lcom/mongodb/connection/ClusterSettings$Builder;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$1	(Lcom/mongodb/connection/ClusterSettings$Builder;Ljava/lang/Number;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$1	(Lcom/mongodb/connection/ClusterSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	com/mongodb/connection/ClusterSettings$Builder::localThreshold(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ClusterSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$1	(Lcom/mongodb/connection/ClusterSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	java/lang/Number::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$10	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$10	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings$Builder::maxConnectionLifeTime(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ConnectionPoolSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$10	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	java/lang/Number::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$11	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$11	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings::getMaxConnectionLifeTime(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$11	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$12	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$12	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings$Builder::maxWaitTime(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ConnectionPoolSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$12	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	java/lang/Number::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$13	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$13	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings::getMaxWaitTime(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$13	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$14	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Long;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$14	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Long;)V	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings$Builder::maintenanceInitialDelay(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ConnectionPoolSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$14	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Long;)V	INVOKE_STATIC	java/lang/Long::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$15	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Long;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$15	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Long;	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings::getMaintenanceInitialDelay(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$15	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Long;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$17	(Lcom/mongodb/connection/SocketSettings$Builder;Ljava/lang/Integer;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$17	(Lcom/mongodb/connection/SocketSettings$Builder;Ljava/lang/Integer;)V	INVOKE_STATIC	com/mongodb/connection/SocketSettings$Builder::connectTimeout(ILjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/SocketSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$17	(Lcom/mongodb/connection/SocketSettings$Builder;Ljava/lang/Integer;)V	INVOKE_STATIC	java/lang/Integer::intValue()I
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$18	(Lcom/mongodb/connection/SocketSettings;)Ljava/lang/Integer;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$18	(Lcom/mongodb/connection/SocketSettings;)Ljava/lang/Integer;	INVOKE_STATIC	com/mongodb/connection/SocketSettings::getConnectTimeout(Ljava/util/concurrent/TimeUnit;)I
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$18	(Lcom/mongodb/connection/SocketSettings;)Ljava/lang/Integer;	INVOKE_STATIC	java/lang/Integer::valueOf(I)Ljava/lang/Integer;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$19	(Lcom/mongodb/connection/SocketSettings$Builder;Ljava/lang/Integer;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$19	(Lcom/mongodb/connection/SocketSettings$Builder;Ljava/lang/Integer;)V	INVOKE_STATIC	com/mongodb/connection/SocketSettings$Builder::readTimeout(ILjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/SocketSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$19	(Lcom/mongodb/connection/SocketSettings$Builder;Ljava/lang/Integer;)V	INVOKE_STATIC	java/lang/Integer::intValue()I
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$2	(Lcom/mongodb/connection/ClusterSettings;)Ljava/lang/Number;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
